gene1,gene2
834878,831339
2017,829831
266601,55148
29969,38872
852722,122772
2542438,825071
80700,6603
9939,851092
43448,182619
7490,947316
33883,826733
18762,821971
5270,51119
203100,6949
2309,1073
853049,84133
829034,827337
32079,163183
850603,10262
6553,834626
79890,71770
27185,37840
172437,825335
828325,85376
1796,854248
43700,2540574
10713,26037
8925,835288
55111,2541620
8618592,43354
856304,84823
827998,834821
10313,11249
7884,851866
856301,384061
57506,54780
10293,822519
8607,188451
64978,55110
177889,10827
56923,2891
851372,841922
46194,577
828219,269966
854822,854817
851559,44100
23450,255520
7296,29271
856220,12539
40940,22240
824630,45278
2957,830008
838800,851654
855926,171059
22954,176083
18016,7581
26749,4580
43785,379187
850896,823492
28985,946153
20278,54123
2542123,80790
10474,172303
822403,200894
842993,228866
843174,2540694
852432,854932
10979,841199
8851,829463
854039,100128927
2444,820559
8027,817919
850688,80749
835557,853970
855956,851584
79915,443594
853871,841057
2248,837205
822159,23510
843453,177616
1647,854447
27352,174848
6632,832215
172532,829676
4068,835410
3185,174612
3761,55170
394328,12417
3716,40506
41666,852588
177570,852825
2542474,850715
6840,17978
2538736,180111
6751,89848
851724,17279
835621,8636
852931,823531
1859,843367
5611,2539945
10388,55207
117542,834432
2120,818887
7391,1389
853825,852248
836595,8521
174395,851608
6045,3930
3077490,837197
852793,54994
41858,43740577
827788,179526
21340,855758
851775,283152
856668,39491
2992,21682
39594,37336
855256,14728
841418,64332
85302,269713
10298,107995
28970,853699
13405,2037
58157,344148
2542682,38817
689,397928
851126,17219
1295,838330
855963,819878
10395,57291
84844,777720
38513,32279
57447,29066
406881,2541065
20271,41409
55789,4143
829103,854290
852805,84129
57592,378938
821860,3644596
852023,42898
33814,2542285
30845,100133669
22376,196549
2539824,25317
4846,41470
817208,1588
174395,175730
174364,35652
1025,835429
191342,7349
839657,853059
17135,56275
854329,27250
832539,9164965
850829,58506
51534,384309
2261,2540588
9454,817106
838388,8364
850692,850799
55666,827463
56210,9667
951475,173750
10717,35340
2195,1489668
851580,852405
2022,22377
13016,380056
3355084,4779
850838,831345
4209,399080
7556,852499
172264,831622
43999,41425
855241,27338
855297,396509
79866,55689
2543407,64764
84959,42567
8237,5890
172450,814740
2768981,7423
4883,3852
5764,8453
22853,1289
143425,5817
854509,854667
172505,855505
3021,10398
855336,44801
2542806,832662
852001,850497
8663,9750
854796,23043
1731,127544
851358,850896
54557,58240
57644,183427
4645,176617
25983,854678
3039,817506
828982,55837
8906,179574
7021,176327
852664,55851
856368,850909
855951,6591
64375,4719
856048,852963
855332,183753
834940,28960
55234,55721
177743,850720
83933,180203
42132,856890
43791,1636
2541307,15904
23371,834033
9013,85363
832283,177078
856891,79726
852415,90423
24408,851891
6863,8036
51367,948361
3800,79626
33202,10461
8576,398662
84466,27153
851486,55082
37292,175464
852109,839329
359,3614
844066,27067
101928405,100421854
855222,855927
7357,843561
819108,77706
233890,4300
7276,6895
819812,171980
179684,842728
854349,2540742
850796,287716
173773,833835
36539,55164
25949,851802
4342017,3557
39843,2483
2541144,54433
73086,89890
7791,51701
79101,829564
5315,66724
51517,823832
118611,23234
2540511,395635
180752,835934
851841,851748
307594,829981
2355,178272
22808,853482
31248,26549
814844,398176
14281,81532
175275,54927
177295,55844
820140,36821
851635,47906
715,3730
831668,177989
699,9455
93323,3077
850409,79650
853630,830587
851460,821025
174915,2217
2188,852093
1785,3759
853808,51776
2876,1022
853468,177436
176137,837205
51364,13859
2541863,12364
177170,841623
854475,3009
59035,850329
1022,3861
833836,820020
39243,824477
177236,380157
855356,11346
854677,180982
11165,58506
851342,24383
852921,104383
40690,855426
4998,45343
836086,29619
55339,21968
824896,54955
23253,7417
824503,163050
4101,185870
824355,159
2542922,23047
64845,493861
126382,2539824
38817,29671
174,79874
856481,5576
1795,1114
817921,975
63893,174569
9128,814695
223870,140597
171097,8939
398044,12753
41140,821670
26407,246618
855668,32948
81873,173872
65123,399344
34831,832215
852854,55596
856754,10267
852918,852062
79097,51621
824626,318847
81804,44353
50944,5230
856909,11154
268697,21685
24242,23637
35509,340277
824665,3644838
838230,852652
5966,851676
2109,7378
31536,382090
32159,444761
178007,834821
2992,854916
55544,37089
852654,5365
181251,213
54894,2543087
14082,1954
828390,20405
856865,27341
42062,118426
51070,23193
57718,828475
854290,40451
253980,55721
117177,18039
2189,837654
7468,40034
855605,853498
831689,81573
67526,855581
56848,3639482
288,266842
945744,8291
114569,257364
851486,54101
5300,827538
2539175,100462977
840471,821982
735045,945483
851226,838275
648,51247
10657,820414
850298,853281
10133,180577
11221,40052
55308,6464
444035,176470
57819,855422
853641,79798
43156,2540354
43788,819127
7046,9657
2931,837402
830960,181563
852793,173955
4689,538
856036,2541696
12952,852349
17127,55732
51340,1728
855483,114928
55374,171857
578,343637
5339,850976
852352,824027
4043,854394
851084,4536
831493,39234
2561,855731
856890,816995
38527,851082
51079,2977
57616,852034
84191,40987
116443,55342
856904,440563
819550,9240
406,855224
9984,854270
9641,10922
175848,85236
174421,10749
32050,27346
856264,6273
3642456,24790
13131,2538744
32838,839570
837210,57117
54442,54623
851148,841623
839982,854835
54550,945272
4036073,824641
54957,2543030
18505,8495
851503,2222
850551,825785
839032,42549
850326,389856
854211,5806
836620,23170
14628,855054
852803,12301
5311,183098
852854,832773
850818,81774
42297,13017
826791,5940
831810,8243
852974,832824
79173,850792
855732,114897
833570,172536
854437,2305
27343,14388
852773,64750
2543240,841585
54464,854818
11228,6293
765,29966
851125,821806
853427,380246
57819,3665
2542727,51132
2670,2538906
40800,946504
2331,55213
91663,3772392
2539700,43174
5781,60674
5709,6230
852773,855016
850745,27165
176605,100529130
26258,179461
15505,4882
176574,81929
179388,829831
16331,188694
23641,851372
851770,2539375
29072,47873
11091,64110
851470,1791
4035,433759
40860,853357
283131,399344
42646,680258
38389,855656
176806,1627
851205,58240
51130,948314
839332,4750
56637,850394
817047,851099
821612,40650
856310,824019
174267,345611
7150,3131
59269,9391
5378,54902
734196,176223
821014,4154
837498,6146
5049,9873
22631,665
2543516,495113
2542474,9054
4790,29946
2538951,497661
3221,58509
5256,7022
856561,80331
66797,36118
140690,12978
946571,836874
7517,41569
5618,174066
851968,54521
11221,40384
947077,729873
9628,23269
850405,94081
176806,177458
853794,285671
2788,11991
851559,173385
11104,822556
5290,84954
2539236,3637052
855620,2885
9164981,84437
823835,3354896
6886,399320
9463,6755
40448,79114
55505,57407
827788,29119
3980,8774
1997,387357
69807,51646
134728,24874
150350,9144
855104,7139
6863,178305
852609,856802
37795,3639732
55670,26401
307594,27035
179597,945539
3552,55016
24392,855473
43728,20185
176385,58515
57580,843221
7415,6678
843,7030
4916,171819
64762,42192
19,3251
5079,17295
8517,26754
851427,839655
853047,34009
9729,37083
80028,266819
840012,124808
853698,827337
818030,837904
7024,841486
824585,973
27101,55602
42145,54542
57521,855707
838039,16490
856382,825286
855332,444
851131,10612
154214,33196
1653,22210
37188,5955
4582,58491
851652,6390
829867,841454
80155,140688
9252,143162
25555,51474
15185,174544
57575,11636
838268,54536
852397,16594
112399,2540635
3880,854657
8622104,54302
8091,12368
664799,38809
10464,852089
10521,851136
853812,18475
2542083,31361
17122,259457
9150,10981
821622,840454
836693,13560
43415,23241
8471,55312
829408,3931
829636,12053
850455,830556
2804,15168
854017,4624
16150,6311
840115,76757
10527,4056031
837475,838161
35540,342945
852241,54427
171766,2542536
2893,853957
853589,855549
239027,55789
39765,201176
856458,836092
855297,8738
84870,3756
64147,819334
2626,5802974
2821,103573
1487289,32387
853123,841722
13669,84171
855631,43596
10345,313474
84541,1910
854739,855640
839073,55161
9232,176925
64426,80781
115557,839698
1278,14266
174504,173944
855822,818978
854660,839348
1489673,81610
8218,827457
850559,2541201
850508,445824
72042,8050
852889,5698
853862,52850
45525,12313
55658,11325
6929,246232
181716,35552
9963,836620
31227,855883
1571,815120
5898,83447
38433,7181
9821,81877
855177,172788
14106,35742
840147,100352737
29560,56233
20674,43547
850983,32946
853192,4601
1791,7436
10063,192154
27043,43415
855869,817976
5813,2541978
2543233,2542545
44289,56312
9255,29951
6176,8531
26993,20474
100124700,64798
51082,18132
353227,854811
398044,42524
216963,835386
1475,257644
33897,851832
851286,1959
31003,26751
35576,856187
391,841529
852462,6002
55167,9134
855982,3703973
856758,22123
84838,23369
854350,6895
55145,823744
40325,379753
851718,171956
850795,173407
855873,820767
14163,2984
32646,851893
854508,13855
8368,839791
855890,854372
5245,220134
29950,820643
4016,39518
852820,84975
503638,856093
843844,222484
856574,9807
855392,29888
140691,23125
116470,5395
2286,56302
472,3640145
853389,112936
820327,856203
182474,12798547
4543,852875
3361036,41446
6009,3846
856126,852876
821338,23198
65971,855731
57763,13207
1487711,837960
850708,836163
2541065,945323
1967,3783684
844388,180475
9982,79874
7402,64098
4110,54433
219541,178132
5865,229906
828213,83447
55905,853317
5829,80237
73274,79957
55827,27428
850958,855865
5130,817159
208650,54491
231600,22994
6789,2539843
445403,379094
5983,178078
6449,9844
8905,84320
853252,34685
852391,2321
10190,12388
91107,172471
38433,854335
854131,21413
14360,12799
172342,46194
852680,16568
175660,281201
855505,831158
856457,851339
827297,850614
400569,814643
23645,55118
11043,850790
26259,45233
151742,9882
841446,41778
2066,25054
112885,179259
11123,51513
835701,67087
171128,814753
176409,84669
178411,2634
10256,12933
55787,311860
133619,85305
7320,312703
79035,51503
43767,6339
31248,852228
9922,25843
10897,20964
29086,36638
10189,10613
3552,10436
84665,348093
856566,3346160
415935,14811
431707,80851
54386,855824
822181,856778
180826,186671
39317,10794
3841,7103
282320,41631
853719,36773
174174,855345
22223,43740571
838384,84108
75829,397850
83666,10959
855663,851774
4205,380056
834197,10461
28996,6801
6792,2790
6531,7982
851734,1176
827122,56952
55789,382090
2354,115703
446233,40384
171531,39956
11279,4162
824193,161475
255967,825047
79654,27071
1814,3131
2175,5728
57003,56550
26528,19250
34284,854805
852295,379220
191703,51062
117060,397968
29855,55034
851873,22230
851248,853965
839167,8364
853381,177643
3866,114793
851497,24242
58495,100506753
820809,19185
84838,854123
1495,644943
6014,14159
37528,23194
2539436,28996
4297,818410
16172,483
2540024,735023
179343,57167
851904,18412
11267,5618
23191,85458
841301,80824
850712,89958
947008,855593
2512,34964
853442,838771
5696,817236
10900,85440
2539838,3565635
43532,2543298
1022,51062
851918,5663
856562,362036
851701,2976
33529,837210
172167,2817
41708,20846
54702,820093
239027,51271
889,190015
819810,821083
3564810,843791
308901,7871
80155,56194
9721,40693
65040,25331
9870,180690
10577,853968
854791,128178
25558,10645
12894,843791
5635,852458
140597,495113
826890,2539499
2034,285464
9164871,825344
80019,179259
855068,8820
180577,43442
855728,2543187
819280,553115
850612,835429
839495,83422
4221,44353
176968,75665
100009148,1464
10534,856744
854230,853267
850715,2540547
41746,10081
9588,2542637
28956,80824
41180,43764
856083,817722
851171,2152
84067,257364
79443,9423
81704,2543114
852646,42249
820297,288924
9474,34009
844112,222696
5564,855630
31405,203228
398295,67054
35680,42642
140609,44115
856222,172992
90480,180463
826799,24416
4175,64130
108086,39430
816550,830576
184715,23421
7319,3483
84970,851217
852770,843577
117178,27237
31397,483489
174551,2064
2540470,37403
116731,6904
181255,854436
850760,856663
856195,26049
56637,576
140609,9182
147011,116674
10270,9636
2541027,23233
24185,946892
2539353,57658
25862,65982
2539644,2540328
55684,127829
851532,854421
2541306,831510
25927,33203
57664,850343
56676,2541609
844252,844754
641324,40461
6386,830029
8575,837915
844312,38786
5338,852542
79050,2542606
8451,35977
5354,8120
3880,1149
9589,9164877
129401,231830
855950,51596
10212,819010
1207,7283
831668,2542007
5211,178208
3148,494514
20437,4617
855978,79155
8662,9054
55915,18545
6096,176274
855541,178409
177587,824838
7004,5977
851520,32341
852569,64755
5590,3211
850677,12661
2540666,7410
83933,83590
854876,835470
175823,23499
23550,164684
5567,856304
854327,835447
38923,399080
282467,1209
5293,216739
42817,5257
171788,397722
7984,850384
856866,853853
42297,7352
4961527,65136
853098,22793
36383,55638
853531,54819
853715,856031
855834,174323
856461,8448
853434,829564
128439,21951
3006,818390
852432,10983
841057,176100
855824,5550
11100,263803
3753,38004
828475,1969
39518,827001
830899,179971
291553,179424
3481,10921
199990,19361
173595,828706
23276,6029
8361,33757
52864,852542
839523,37858
2540341,853912
84332,185332
830000,24703
829142,856828
257218,820355
851076,26502
3680,2539730
146050,37007
73086,818978
856355,43330
853160,379959
9457,3191
1468,80227
851768,2540630
42249,853545
853508,29122
946290,851154
22241,856368
15461,463
852701,836402
2541603,347
140735,856593
8894,728655
2540939,44254
853863,51361
24131,109331
852071,816502
6284,818713
1814,22818
853406,79637
4772,8358
3355136,32981
41965,64798
4041,2153
2541065,282819
17999,79169
850422,84832
80764,4323
816838,43351
10651,841883
93986,1400
83593,1058
140901,112495
3169,174121
148022,23197
853051,924
22926,90850
822119,10490
10174,1719
947755,175542
826715,2931
841591,361677
23064,4352660
821640,167465
4303,20408
185248,152789
11143,383
852848,5880
850496,642273
24137,856590
855880,29058
27301,2540436
851833,5269
3383,6184
32934,823542
22918,179802
6789,51027
10293,55696
23321,8789
11335,856868
850650,2540408
5995,851965
826869,606298
9722,4676
140908,25885
23162,851225
824529,189663
32983,35977
55791,2540112
9421,10810
23164,116644
9533,25999
854338,44279
4610,38363
6845,834754
852555,4191
831510,56993
851692,64170
9681,177078
856502,32739
830330,816738
850721,23233
26088,216274
818571,827054
55728,30937
23607,80153
855686,44448
855392,31842
829392,5277
68183,14687
40233,172857
173347,3361548
853866,7163
402,852371
2288,89849
821096,394365
855626,853631
83803,51271
196441,42789
35402,854668
84260,3639732
10203,842251
852064,7311
851678,855158
853330,39717
174238,9984
838260,181012
178491,19222
3192,5133
172394,1489047
855584,19060
850324,15441
2073,8914
856058,6183
306332,852778
826632,38085
853552,71242
822453,844050
39881,4543
31483,852526
9451,175542
8607,397900
7352,2543514
26962,1783
67030,31603
855387,2006
11016,834033
7625,831689
831889,41084
42273,11315
2542965,171483
84893,2539523
2623,178296
114881,853166
205860,181053
852702,41470
853462,3636837
851049,200081
853318,2541941
5707,35430
3637327,55696
37149,1466445
852518,855221
9164925,2541522
15205,10615
174847,54331
255626,17295
4089,55958
90390,837180
8106,11607
11924,338657
18034,821424
4615,855223
139599,6397
595,856638
1408,22144
5252,852034
1977,853250
9124,38202
854871,4836
43152,23138
41095,54973
5798,841468
10138,23198
10799,831112
18412,179808
3385,839748
54828,180420
384569,180073
851034,852437
17127,2543592
850584,852810
2539237,254394
51569,178056
855012,852351
830322,84954
173214,853566
855492,72828
851699,108686
175230,852449
2273,1155
851661,20852
3281,172155
815,146227
3428,838510
824407,171953
36041,51233
10010,852744
851469,181556
2540515,8993
40834,10989
54874,12753
850887,79705
105689,208154
54778,2040
18609,387755
851394,55234
991,823634
51429,176608
175221,18220
34423,10946
11016,24412
819393,6891
5796,851698
825396,107829
2099,2542667
855339,44642
25,373818
143,850767
176458,37386
13537,828153
421202,2543030
829834,2542239
55668,23387
856470,818174
856076,11218
854133,51027
18128,59323
1408,175986
9107,1992
4205,34665
5606,842177
820345,832662
854421,285195
835288,851101
3718,79798
850320,38858
14784,32567
7805,49070
40448,40073
817141,181899
10016,6921
54442,84164
839972,55584
851359,2214
852395,824027
50391,221357
854662,36542
125997,121504
43348,7310
853696,16490
3801,3565977
834094,37970
11146,4035
21926,171954
2541055,850773
15182,2540895
855751,177570
7278,12798508
821449,115572
173137,40619
21422,10130
57663,7354403
820746,10131
835428,843121
113894,26413
835337,5214
837685,243743
10691,1875
66797,825797
818693,836528
853264,11891
171646,32543
53817,42954
55841,180320
80028,834351
185357,23310
6623,777766
287716,838642
2280,177415
851140,8433
66105,180081
3958,834439
173137,76707
855194,14255
5626,83620
110355,15951
51009,8701
853037,84353
63928,92597
820784,818410
822195,181143
852531,48844
10664,161
831923,177629
31666,63922
313474,25152
10413,173894
282322,37035
2550,173165
7423,6700
36952,121549
855646,851653
3309,821726
177180,8148
839,19303
2623,2058
832773,5709
855631,734259
176657,7163
31842,79585
9164923,42537
854350,852973
843693,80254
2540691,7462
853512,854567
114559,174155
80013,834842
2543675,7850
55805,842598
63948,36298
54840,851776
189695,5931
853077,819122
53560,64880
854053,850972
2688,79269
6261,43926
820327,157638
18016,174576
851998,20358
856753,23770
2058,81858
824956,207259
854289,4145
851409,42491
852091,4794
40650,2277
189435,34867
31251,180285
42062,84027
817341,181344
853017,176613
83988,817857
42062,172054
172775,38136
2139,2554
7334,827457
2540917,20533
854550,830996
817987,27156
4036073,41748
856831,2847763
851084,854226
33201,116640
852439,6877
836218,841247
6927,189167
26118,947316
836176,7542
2280,43156
5881,850351
513,64641
2541936,179111
55139,317322
855665,444546
11614,178022
2542414,37702
10938,175210
65056,399
330914,1088
188872,856049
32132,57187
7920,4879
181018,851592
855439,444761
852462,42863
44129,150350
3337,256646
175238,21834
5687,855774
167227,39217
852050,946256
13644,84634
855945,266854
851518,21417
834815,57782
34548,853353
56210,21454
57381,12798012
140462,51101
579,856069
43740570,829116
29214,182861
852963,7419
833502,819320
828025,827369
54819,856536
822350,35007
851994,10766
23099,2540836
172667,829040
852666,945099
3802,854315
33468,50685
509,6693
187728,4782
84126,194388
51701,9401
853266,834094
7414,338382
2542299,85305
31151,56085
9912,23017
853804,837120
1969,79581
23635,23400
852449,810883
31359,123688
851095,58175
55276,177987
148581,54951
838740,841576
54904,84859
835085,6194
23090,139341
54123,43572
11321,2037
53442,80205
854474,21936
851059,179118
7867,836241
7468,843305
853718,91603
7423,303185
22936,43330
9898,177580
854535,213
181400,31248
855405,54828
80028,220004
53554,9982
831547,855842
180221,834293
3636358,40032
26234,191719
856848,829244
2540588,139716
2540846,41971
829662,853901
1282,854956
23421,854852
90,286887
58500,855731
180343,66105
180357,10728
854047,853609
854034,396544
853912,23580
856277,850442
8529,56252
40657,41971
4486,3637332
853545,40444
2671,79876
174601,39521
42161,850500
83855,2542773
57822,856057
852880,13001
178186,83755
23099,54123
10163,32752
10801,853528
57621,186189
817047,819280
79947,9911
55182,4201
5775,43827
22284,340542
856279,266837
7408,175620
852025,7384
9475,9829
57659,41920
25252,175201
852873,6752
816121,188491
2540121,51776
2540917,818077
64110,150962
33648,2810
117157,182619
820327,37403
854557,842733
14595,10135
5359,6627
8626381,57130
856431,11607
13016,822396
851572,3838
3745,79269
851727,55236
854065,25123
5612,842039
844304,5223
42646,55336
854084,2876
837417,26095
10346,189
841082,853984
39063,281698
8850,36264
23109,64801
381022,43999
318874,55718
10490,829611
64215,10611
23164,841521
7439,820530
856277,26914
820628,84444
39747,192111
174230,71718
851520,380037
5435,200316
11059,2264
5530,3346160
852713,13198
44786,856097
110616,59
705,2109
838503,178696
2540723,184980
833502,54106
3777,179266
42646,22630
3659,51631
25930,55596
856481,4781
178135,55161
838604,831493
42696,820729
2152,16825
154075,170821
832018,26440
7345,5431
40172,50927
23647,190399
856849,5336
5879,653583
855599,9094
817148,855222
2542245,2539930
825794,822415
843412,18053
147011,29078
822079,32088
826987,36609
853238,180479
35816,123688
850732,855683
176451,174398
855310,84033
5269,8567
10629,32855
8284,8529
816731,22062
6667,2542239
42249,31201
817603,9477
9670,829826
855253,188451
835023,4332
2540825,81628
10006,41498
851576,55823
57562,11343
178507,945564
851831,146059
9829,179526
55743,51760
3603,34947
29984,64306
5596,56246
855332,833835
201176,835401
856891,867
828756,829746
180125,113251
856535,851891
855102,15163
850865,1489669
7342,29766
154075,41344
855302,40508
11337,42512
171804,3643235
8833,4698
23350,790
53371,842807
51764,80232
5587,43827
80314,23988
2542732,126282
2009,23011
176742,79022
178320,67772
851403,820213
30818,100049126
578,172637
173773,179769
851030,10039
9638,839587
318846,188733
5910,178895
945033,6402
854345,6146
172192,10565
4342,17684
831232,36544
41785,175634
843317,80349
3014,81847
64528,45329
856426,947474
23336,179440
171939,56413
282312,7171
179808,38455
37523,15396
43026,838452
850893,379484
55684,2972
2562,30818
9863,233199
51619,853419
851263,851649
84124,820839
835848,32760
810468,39243
44100,10361
826869,79596
9690,42240
39408,850545
189734,379897
79609,181480
8497,389119
2540917,853429
4049,54221
831001,27069
10045,21357
179027,20983
831244,185870
852982,179076
42435,852121
853818,26548
5081,10257
4953,815006
10735,9054
856136,10395
829421,820723
852649,844728
23327,1448
854976,850621
26447,177736
50717,10943
834577,50507
856822,268281
57111,836894
11215,1154
851727,177374
170482,15433
852457,852625
10600,829733
657,6419
17127,838989
843917,33569
2543666,34167
606496,130872
2289,23513
850786,35121
181621,9314
850775,3772175
2541900,84271
55755,92715
854680,10044
5589,347902
55157,11159
498,55692
7849,56676
51206,818914
7223,165904
10513,853155
852440,9794
837303,43651
1048,2543675
54925,850849
33418,83610
2543347,221927
6096,23424
855618,225908
854388,176128
172915,5473
855512,246439
854659,814686
851110,838048
10681,56233
121340,23158
23158,36963
36953,1489369
79657,31011
192157,143162
850907,5470
5441,23215
11218,73914
4605,9588
268903,55213
43604,853643
171059,40162
852262,64426
281010,1363
31059,71766
64100,150483
9266,822593
856277,104
36775,856321
10320,851994
172195,102725509
856823,27033
39594,5648
834939,10461
69260,174260
173953,850824
83619,93343
852757,821389
282015,20747
3187,855282
854426,80308
6457,827479
824712,514
8295,373726
175873,55330
846,835728
125997,64332
33686,153657
3315,1600
852697,852243
853091,68337
6683,266632
23636,57820
819124,42693
853071,835889
172679,827605
84142,22858
852860,79892
2541028,127733
33619,850762
853076,829025
36703,157285
7163,852742
36889,10691
23032,377630
826571,112950
7186,843693
39431,2597
5802965,173015
84661,1450232
856183,12322
11279,834159
3361470,94221
867,2540728
414829,8358
35878,6159
181,855927
44155,835231
8543,532569
80233,51141
2540601,35648
83463,11231
852095,9164935
27237,171884
850868,57337
856548,39180
23400,35679
3309,268534
173347,59009
842338,5742
23770,178169
2542761,5429
2890,855911
817919,2542263
172889,945190
22344,178541
855104,177236
64204,54631
54915,174350
839433,79016
6646,92129
941,175587
172158,823897
852657,152831
35730,22601
84661,3920
34338,828439
2538959,79101
855305,495253
43637,94202
823703,30819
37464,819561
32099,174462
246332,259215
39317,832395
2002,820135
22880,83658
826479,19274
3065,29086
852499,850634
24812,80205
27229,19280
854507,57541
32871,34974
851720,100009436
55844,820242
4750,6441
17354,2539645
838039,39368
5196,11101
856551,817715
843512,54870
818407,53428
853047,5989
13385,816121
9413,175629
826609,64460
855789,2540753
7098,850827
854992,3858
6273,20619
43791,35991
124044,180458
853406,399
6433,5593
22919,181263
180681,832213
836040,78903
26145,176220
175138,134549
14106,101805492
10403,7067
4976,38113
2542774,27165
856294,837223
827747,79970
3640007,4697
31607,51379
1500489,80349
854261,56783
17865,2542250
850775,340024
24185,34312
11311,39961
138046,21399
180598,836236
828972,21376
11031,31729
2268,853392
9138,823651
127544,819775
853667,375056
855171,89817
5587,10983
855746,60682
5013,5982
23532,6016
855126,2543514
6009,3123
2543513,132660
1804,851869
179371,175519
108686,829641
855957,68558
31666,820142
79142,22936
854920,852782
6399,821514
42822,2541699
10607,3119
173162,27236
26405,41935
175959,4610
177458,843403
54764,176546
819069,817247
172943,14084
843877,829717
58485,23187
22330,4018
10190,856538
2308,43096
2539627,826796
6093,298584
43728,14634
284058,1793
57708,6608
39428,6447
819858,79054
856532,75744
53335,74256
852469,855016
356,3361533
56292,114824
7182,69504
180449,37403
853398,60385
6696,2483
818491,1201
22853,829651
820740,189994
8022,37482
23032,835266
854901,388585
8405,59274
2185,828084
852580,204851
853167,832065
13537,1123
23551,834432
10742,852591
179347,5516
64391,84722
854703,9148
189435,179526
177962,5256
853304,176128
9378,2540288
328,55207
38513,824514
122786,854529
269881,33779
855025,8352
834451,2539806
856351,2542408
8883,22999
853851,43293
643365,177749
7267,84948
56350,68845
6827,6491
852015,834291
855530,11009
856182,85476
12566,11764
8498,5991
6700,81887
57594,179956
4036,851533
65960,842935
5663,6815
8487,36003
4170,856575
26528,839529
1198,38073
3015,55031
74334,3346160
7704,253430
855906,1482
856854,837188
24176,6188
853072,853717
10365,6125
850920,176224
171956,60685
55832,32948
80344,11103
855979,818978
851339,41703
56350,3563
172938,146713
6317,829557
23309,56717
314623,829551
40246,2541059
79596,34677
54292,828263
32457,159195
25844,825650
829826,5641
29430,180014
856430,819035
79078,3772462
23650,40090
855775,64307
8609,854529
400,811723
181012,855220
1482,855299
27129,3012
290354,100009055
836646,50814
6772,6732
2540409,180320
852995,844025
852854,27148
37471,1719
9568,252671
10891,852801
817429,51789
94202,287
29127,54816
6198,844276
32796,140710
2542558,172308
140691,181143
320713,22629
9013,80346
30983,394357
64769,11022
10152,9392
4832,174458
29994,7918
835157,44446
84272,283899
14265,23560
831361,398872
4880,398353
22999,48071
4633,89857
837125,22258
3361306,821717
2926,829284
852733,339448
8315,139170
854456,6571
34126,2541368
444874,23479
3480,135644
39432,828390
854232,398872
4793,826456
9221,819925
853255,122011
851730,818766
79050,830586
8991,2874
854761,547
855650,117606
79849,653604
900,74769
37238,84328
57534,179033
29816,850563
6607,850903
856218,839268
856478,855258
266853,853821
853817,40260
15398,2541940
839066,14813
850497,179052
18596,63908
1843,4772
6303,823531
851064,24855
177182,28972
3799,11235
853851,171978
40288,397850
88455,175026
406890,850762
850715,140722
843357,3217
33270,40999
821705,27148
838950,25239
850325,843928
2541565,850637
11275,22377
824259,64746
856351,90381
37864,181944
23077,26965
855646,23551
844375,19075
2186,855208
1050,180826
353376,54732
146050,32107
466,4952
90025,9247
2670,27332
852583,79616
398295,12461
43728,7220
855898,855495
30851,3565776
16412,399345
826724,218038
55677,100338839
827956,39228
852586,851990
23593,380407
854660,56278
7364,38644
1999,5934
173872,180695
1211,2000
268903,2542949
36057,818479
9793,1489676
8850,854904
16600,126393
10940,815
2541710,8354
26993,853389
2542796,30982
6792,24653
852779,6202
856680,816576
820417,42642
22803,80790
4893,38196
854124,55336
6601,57661
830308,856486
25558,176830
856434,824702
13665,851289
853986,827510
29099,172179
9322,843357
117365,37602
818596,537
852177,816413
3556,22339
851708,14048
106389,852796
1478,40014
1493,5523
118738,14687
41273,414829
23648,842760
856529,176885
372,40336
647946,398176
5317,26047
468,13144
43542,850864
850647,4004
852569,19262
2539206,318572
850485,175026
32113,9392
2543298,852872
179677,853959
36358,401152
2542023,14797
856305,87178
1489081,834575
26261,25331
9960,2703462
9978,171923
856659,182578
854713,89876
855861,36492
79004,27173
178768,51109
3537,8574
23654,851983
22853,155061
10456,855152
55624,851366
398099,34420
41295,379
1831,819402
854165,23195
84060,13806
55624,186671
23770,854698
857,68094
285671,30983
179347,854668
820020,2791
945539,174826
56353,84946
8350,851969
817487,11145
64780,831958
854997,81574
5837,851484
38,2874551
6812,290
4036,397906
24416,3772048
24176,820727
2540690,836007
5167,78957
1207,838812
2542795,379941
75590,3742
83695,81822
3091,26118
7114,20405
179677,57167
856724,6251
854481,29885
835116,3639714
9819,836690
2539432,838275
3643413,35652
2539047,39588
22637,824923
116554,4008
853178,53379
832438,27113
852108,838013
51176,947896
1489668,4499
852083,1475
6897,839419
851091,800
43542,2271
7352,835300
174421,72183
56655,843983
173914,18039
850383,100131997
2309,948264
79095,171770
1617,2539432
900,2541672
5532,33736
23746,836311
816388,2539829
11267,3745
820233,819215
3361330,3638005
173287,55421
51230,395934
814913,175785
7982,24613
348980,53323
51690,838275
79872,865
188802,6804
855499,853361
231332,21399
155871,11141
2810,34138
172192,174089
5447,30843
8499,6659
851114,852853
9360,824584
855073,36073
851533,828287
856594,818431
43944,2542622
856371,57030
84749,116442
9874,5558
178845,35950
1479,51780
7849,2540833
179484,173750
832577,173407
6478,220972
854775,64852
172712,7139
419824,37038
7531,259215
39375,27330
13644,40859
4603,6198
53566,55690
79839,2540894
130617,34840
854533,853737
54765,853381
7170,1901
15516,282335
774,64641
7110,29126
850603,75717
824781,3680
9253,843403
24536,820723
818340,852649
177048,12931104
2541247,850903
44072,64397
